Date,Description,Original Description,Category,Amount,Status
2022-08-05,"ParkMobile","PARKMOBILE               770-818-9036 GA",Parking,-3.20,Posted
2022-08-05,"ParkMobile","PARKMOBILE               770-818-9036 GA",Parking,-3.20,Posted
2022-08-05,"ParkMobile","PARKMOBILE               770-818-9036 GA",Parking,-3.00,Posted
2022-08-05,"Starbucks","STARBUCKS STORE 26207    TINMATH      CO",Coffee Shops,-2.34,Posted
2022-08-05,"Zelle Transfer from Nancy T Drennan","Zelle: Nancy T Drennan",Income,160.00,Posted
2022-08-04,"Citibank N","CITIBANK, N.A./CITIBANK, 254-5636569  SD",Financial,-200.00,Posted
2022-08-04,"Walmart","WAL-MART #45994500 WEITZETIMNATH      CO",Shopping,-63.74,Posted
2022-08-04,"Dollar General","DOLLAR GENERAL #DG 204489SEVERANCE    CO",Shopping,-22.06,Posted
2022-08-04,"Smoothie King","SMOOTHIE KING - 1886     FORT COLLINS CO",Fast Food,-11.94,Posted
2022-08-04,"Ziggis Coffee","ZIGGIS COFFEE - WINDSOR  WINDSOR      CO",Coffee Shops,-9.20,Posted
2022-08-04,"Hulu","HLU*Hulu 280249440556-U  HULU.COM/BILLCA",Television,-7.52,Posted
2022-08-04,"Panera Bread","PANERA BREAD #202442 P   FT. COLLINS  CO",Fast Food,-3.67,Posted
2022-08-04,"Redbock Direct Deposit","REDBOCK          DIRECT DEP ***********3Q8J",Paycheck,3827.84,Posted
2022-08-03,"Sport Clips","SPORT CLIPS - CO304 - FROFORT COLLINS CO",Hair,-40.00,Posted
2022-08-03,"Panera Bread","PANERA BREAD #202442 P   FT. COLLINS  CO",Fast Food,-26.00,Posted
2022-08-03,"Apple","APPLE.COM/BILL           866-712-7753 CA",Entertainment,-5.37,Posted
2022-08-03,"ParkMobile","PARKMOBILE               770-818-9036 GA",Parking,-3.20,Posted
2022-08-03,"ParkMobile","PARKMOBILE               770-818-9036 GA",Parking,-3.20,Posted
2022-08-03,"ParkMobile","PARKMOBILE               770-818-9036 GA",Parking,-2.00,Posted
2022-08-02,"AT&T","ATT              Payment    ***********PAYJ",Utilities,-363.05,Posted
2022-08-02,"Merrick Bank Transfer","MERRICK BANK COR MOBILE PAY ***********3877",Transfer,-50.00,Posted
2022-08-02,"Amazon Web Services","Amazon web services      AWS.AMAZON.COWA",Hosting,-56.42,Posted
2022-08-02,"Loaf 'N Jug","LOAF N JUG # 081 1601 S CFORT COLLINS CO",Gas,-39.11,Posted
2022-08-02,"SiriusXM","SXM*SIRIUSXM.COM/ACCT    888-635-5144 NY",Music,-29.82,Posted
2022-08-02,"McDonald's","MCDONALD'S F10128        ESTES PARK   CO",Fast Food,-13.02,Posted
2022-08-02,"Apple","APPLE.COM/BILL           866-712-7753 CA",Entertainment,-10.37,Posted
2022-08-01,"PayPal Purchase","PAYPAL           INST XFER  ***********3069",Uncategorized,-64.00,Posted
2022-08-01,"Credit One Bank","Credit One Bank  Payment    ***********8988",Transfer,-40.00,Posted
2022-08-01,"Costco","COSTCO WHSE #1178        TIMNATH      CO",Shopping,-252.40,Posted
2022-08-01,"Livwell","LIVWELL FORT COLLINS     FORT COLLINS CO",Shopping,-71.86,Posted
2022-08-01,"Pet Supplies Plus","Pet Supplies Plus 4063   FT. COLLINS  CO",Pet Food & Supplies,-63.92,Posted
2022-08-01,"Amazon","AMZN Mktp US*SC8PD6VQ3   AMZN.COM/BILLWA",Shopping,-62.71,Posted
2022-08-01,"LongHorn Steakhouse","LONGHORN STEAK 0125550   FORT COLLINS CO",Restaurants,-61.96,Posted
2022-08-01,"Target","TARGET T- 2936 Council   FORT COLLINS CO",Shopping,-56.41,Posted
2022-08-01,"Starbucks","STARBUCKS 800-782-7282   800-782-7282 WA",Coffee Shops,-30.00,Posted
2022-08-01,"Dollar General","DOLLAR GENERAL #DG 204489SEVERANCE    CO",Shopping,-25.62,Posted
2022-08-01,"Yo's","MR. YO'S LLC             WINDSOR      CO",Restaurants,-21.49,Posted
2022-08-01,"Freddy's Frozen Custard & Steakburgers","FREDDY'S 16-0008         WINDSOR      CO",Fast Food,-20.05,Posted
2022-08-01,"Dollar General","DOLLAR GENERAL #DG 204489SEVERANCE    CO",Shopping,-17.44,Posted
2022-08-01,"FreshBooks","FRESHBOOKS               866-303-6061 DE",Business Services,-15.00,Posted
2022-08-01,"Coffee on the Rocks","SQ *COFFEE ON THE ROCKS  ESTES PARK   CO",Coffee Shops,-10.89,Posted
2022-08-01,"Spotify","SPOTIFY                  877-778-1161 NY",Music,-10.58,Posted
2022-08-01,"Coffee on the Rocks","SQ *COFFEE ON THE ROCKS  ESTES PARK   CO",Coffee Shops,-8.71,Posted
2022-08-01,"Docker Inv Adbdda Dockca","DOCKER:INV-8ADBDDA3-6E   HTTPSWWW.DOCKCA",Internet,-7.00,Posted
2022-07-29,"Amazon Store Card","AMZ_STORECRD_PMT PAYMENT    ***********0540",Credit Card Payment,-29.00,Posted
2022-07-29,"Walmart","WAL-MART #45994500 WEITZETIMNATH      CO",Shopping,-383.82,Posted
2022-07-29,"BJ's Restaurant","BJ'S RESTAURANTS 539     FORT COLLINS CO",Restaurants,-68.72,Posted
2022-07-29,"Murphy USA","MURPHY7494ATWAL          TIMNATH      CO",Gas,-56.25,Posted
2022-07-29,"Chick-fil-A","CHICK-FIL-A #02346       FORT COLLINS CO",Fast Food,-22.77,Posted
2022-07-29,"Walmart","WM SUPERC Wal-Mart Sup   TIMNATH      CO",Shopping,-20.11,Posted
2022-07-29,"Subway","Subway 39181             TIMNATH      CO",Fast Food,-15.92,Posted
2022-07-28,"Poudre Valley Ru Web","POUDRE VALLEY RU WEB PMTS   ***********XN0K",Utilities,-200.35,Posted
2022-07-28,"Xcel Energy","XCEL ENERGY-PSCO XCELENERGY ***********6208",Utilities,-97.03,Posted
2022-07-28,"Lumen","LumenCenturyLink SPEEDPAY   ***********CHEY",Bills Utilities,-64.18,Posted
2022-07-28,"Credit One Bank","Credit One Bank  Payment    ***********9126",Transfer,-50.00,Posted
2022-07-28,"USAA Transfer","USAA FUNDS TRANSFER DB",Transfer,-1300.00,Posted
2022-07-28,"USAA Insurance Payment","USAA INSURANCE PAYMENT",Financial,-242.29,Posted
2022-07-28,"USAA Loan Payment","USAA LOAN PAYMENT",Transfer,-234.72,Posted
2022-07-28,"Town of Severance","TOWN OF SEVERANCE        970-686-1218 CO",Utilities,-150.49,Posted
2022-07-28,"Estes Park Aerial Tram","ESTES PARK AERIAL TRAM   ESTES PARK   CO",Travel,-32.00,Posted
2022-07-28,"Craigslist","CRAIGSLIST.ORG           415-399-5200 CA",Advertising,-25.00,Posted
2022-07-28,"Coffee on the Rocks","SQ *COFFEE ON THE ROCKS  ESTES PARK   CO",Coffee Shops,-22.87,Posted
2022-07-28,"Starbucks","STARBUCKS 800-782-7282   800-782-7282 WA",Coffee Shops,-20.00,Posted
2022-07-28,"Xbox Game Pass Ultimate","Microsoft*Ultimate 1 MontMSBILL.INFO  WA",Entertainment,-16.23,Posted
2022-07-28,"Coffee on the Rocks","SQ *COFFEE ON THE ROCKS OESTES PARK   CO",Coffee Shops,-13.41,Posted
2022-07-28,"Once Upon a Child","ONCE UPON A CHLD#20423   FORT COLLINS CO",Kids,-11.27,Posted
2022-07-28,"Dollar General","DOLLAR GENERAL #DG 204489SEVERANCE    CO",Shopping,-6.30,Posted
2022-07-28,"Coffee on the Rocks","SQ *COFFEE ON THE ROCKS  ESTES PARK   CO",Coffee Shops,-4.27,Posted
2022-07-28,"Coffee on the Rocks","SQ *COFFEE ON THE ROCKS  ESTES PARK   CO",Coffee Shops,-3.27,Posted
2022-07-28,"Apple","APPLE.COM/BILL           866-712-7753 CA",Entertainment,39.99,Posted
2022-07-28,"Colorado State U Payroll","COLORADO STATE U Payroll    ***********41-5",Paycheck,3517.08,Posted
2022-07-27,"Jiffy Lube","JIFFY LUBE #13833703 SOUTFORT COLLINS CO",Service Parts,-111.55,Posted
2022-07-27,"USAA Credit Card","USAA CREDIT CARD PAYMENT",Credit Card Payment,-100.00,Posted
2022-07-27,"King Soopers","KING SOOP 1520 MAIN ST   WINDSOR      CO",Groceries,-37.30,Posted
2022-07-27,"Panera Bread","PANERA BREAD #202442 P   FT. COLLINS  CO",Fast Food,-17.00,Posted
2022-07-27,"Dollar General","DOLLAR GENERAL #DG 204489SEVERANCE    CO",Shopping,-6.97,Posted
2022-07-27,"ParkMobile","PARKMOBILE               770-818-9036 GA",Parking,-3.20,Posted
2022-07-27,"Craigslist","CRAIGSLIST.ORG           415-399-5200 CA",Advertising,-3.00,Posted
2022-07-27,"ParkMobile","PARKMOBILE               770-818-9036 GA",Parking,-2.20,Posted
2022-07-26,"Zelle Transfer to Basia Delano","Zelle: Basia Delano",Transfer,-448.00,Posted
2022-07-26,"Scotch Pine Liquor Inc","SCOTCH PINE LIQUOR, INC. SEVERANCE    CO",Alcohol Bars,-21.17,Posted
2022-07-26,"Breeze Thru Carwash Clu","Breeze Thru Carwash Clu  970-6325103  CO",Service Parts,-15.00,Posted
2022-07-26,"Burger King","BURGER KING #25525       WINDSOR      CO",Fast Food,-13.66,Posted
2022-07-26,"Dollar General","DOLLAR GENERAL #DG 204489SEVERANCE    CO",Shopping,-11.36,Posted
2022-07-26,"Dollar General","DOLLAR GENERAL #DG 204489SEVERANCE    CO",Shopping,-7.43,Posted
2022-07-26,"Dollar General","DOLLAR GENERAL #DG 204489SEVERANCE    CO",Shopping,-3.57,Posted
2022-07-26,"Dollar General","DOLLAR GENERAL #DG 204489SEVERANCE    CO",Shopping,-1.06,Posted
2022-07-26,"Dollar General","DOLLAR GENERAL #DG 204489SEVERANCE    CO",Shopping,-1.06,Posted
2022-07-25,"USAA Credit Card","USAA CREDIT CARD PAYMENT",Credit Card Payment,-141.00,Posted
2022-07-25,"Walmart","WM SUPERCENTER #Wal-Mart TIMNATH      CO",Shopping,-89.32,Posted
2022-07-25,"The Honest Company","THE HONEST COMPANY, INC. 310-917-9199 CA",Shopping,-85.41,Posted
2022-07-25,"Murphy USA","MURPHY7494ATWAL          TIMNATH      CO",Gas,-60.33,Posted
2022-07-25,"Target","TARGET T- 860 COMMONWE   BOSTON       MA",Shopping,-50.89,Posted
2022-07-25,"Apple","APPLE.COM/BILL           866-712-7753 CA",Entertainment,-44.98,Posted
2022-07-25,"The Hourly Oyster","TST* The Hourly Oyster   CAMBRIDGE    MA",Restaurants,-40.30,Posted
2022-07-25,"Beijing Cafe","BEIJING CAFE             BOSTON       MA",Food Dining,-39.75,Posted
2022-07-25,"Lyft","PAYPAL *LYFT TEMP AUTH   402-935-7733 CA",Rental Car Taxi,-27.29,Posted
2022-07-25,"Bos Wahlburger","BOS WAHLBURGER 6551400   BOSTON       MA",Food Dining,-26.87,Posted
2022-07-25,"Bank W 4th","TBK BANK SSB399 W 4TH AVESEVERANCE    CO",Cash,-23.00,Posted
2022-07-25,"Panda Express","PANDA EXPRESS #3403      TIMNATH      CO",Fast Food,-21.71,Posted
2022-07-25,"Starbucks","STARBUCKS 800-782-7282   800-782-7282 WA",Coffee Shops,-20.00,Posted
2022-07-25,"Lyft","PAYPAL *LYFT TEMP AUTH   402-935-7733 CA",Rental Car Taxi,-16.73,Posted
2022-07-25,"Lyft","PAYPAL *LYFT TEMP AUTH   402-935-7733 CA",Rental Car Taxi,-16.02,Posted
2022-07-25,"Dollar General","DOLLAR GENERAL #DG 204489SEVERANCE    CO",Shopping,-15.01,Posted
2022-07-25,"Lyft","PAYPAL *LYFT TEMP AUTH   402-935-7733 CA",Rental Car Taxi,-12.94,Posted
2022-07-25,"King Soopers","KING SOOPERS #01 1520 MAIWINDSOR      CO",Groceries,-12.81,Posted
2022-07-25,"Xpress","74 XPRESS                SEVERANCE    CO",Gas,-12.37,Posted
2022-07-25,"Lyft","PAYPAL *LYFT TEMP AUTH   402-935-7733 CA",Rental Car Taxi,-11.91,Posted
2022-07-25,"Starbucks","STARBUCKS STORE 48830    WINDSOR      CO",Coffee Shops,-11.33,Posted
2022-07-25,"Panera Bread","PANERA BREAD #202442 P   FT. COLLINS  CO",Fast Food,-9.00,Posted
2022-07-25,"Hudson News","BOS HUDSON ST1943        BOSTON       MA",Shopping,-8.49,Posted
2022-07-25,"Bean Town Taqueria","BEAN TOWN TAQUERIA245 MASCAMBRIDGE    MA",Restaurants,-6.14,Posted
2022-07-25,"Cambridge Pizza Mass","CAMBRIDGE PIZZA239 MASS ACAMBRIDGE    MA",Food Dining,-5.71,Posted
2022-07-25,"McDonald's","MCDONALD'S F7594         LONGMONT     CO",Fast Food,-5.33,Posted
2022-07-25,"Dollar General","DOLLAR GENERAL #DG 204489SEVERANCE    CO",Shopping,-3.39,Posted
2022-07-25,"ATM Fee Rebate","ATM REBATE",Atm Fee,3.00,Posted
2022-07-21,"PayPal Purchase","PAYPAL           INST XFER  ***********ARLY",Uncategorized,-139.95,Posted
2022-07-21,"PayPal Purchase","PAYPAL           INST XFER  *********** CBS",Uncategorized,-5.40,Posted
2022-07-21,"ATM Withdrawal","PAI ISO4402 SORREL CT.   JOHNSTOWN    CO",Cash,-62.25,Posted
2022-07-21,"Walmart","WAL-MART #4599           TIMNATH      CO",Shopping,-21.42,Posted
2022-07-21,"Starbucks","STARBUCKS 800-782-7282   800-782-7282 WA",Coffee Shops,-20.00,Posted
2022-07-21,"Netflix","Netflix.com              NETFLIX.COM  CA",Television,-15.49,Posted
2022-07-21,"ParkMobile","PARKMOBILE               770-818-9036 GA",Parking,-3.20,Posted
2022-07-21,"ParkMobile","PARKMOBILE               770-818-9036 GA",Parking,-3.20,Posted
2022-07-21,"ParkMobile","PARKMOBILE               770-818-9036 GA",Parking,-3.20,Posted
2022-07-21,"ATM Fee Rebate","ATM REBATE",Atm Fee,2.25,Posted
2022-07-21,"Redbock Direct Deposit","REDBOCK          DIRECT DEP ***********6Q8J",Paycheck,2997.83,Posted
2022-07-20,"Domino's","DOMINO'S 6339            970-669-8512 CO",Fast Food,-26.92,Posted
2022-07-20,"Dollar General","DOLLAR GENERAL #DG 204489SEVERANCE    CO",Shopping,-23.33,Posted
2022-07-19,"ParkMobile","PARKMOBILE               770-818-9036 GA",Parking,-3.20,Posted
2022-07-18,"PayPal Purchase","PAYPAL           INST XFER  ***********5865",Uncategorized,-40.00,Posted
2022-07-18,"Transfer to Venmo","VENMO            PAYMENT    ***********5735",Transfer,-40.00,Posted
2022-07-18,"King Soopers","KING SOOP 1520 MAIN ST   WINDSOR      CO",Groceries,-94.35,Posted
2022-07-18,"William Oliver's Fortfort","SQ *WILLIAM OLIVER'S FORTFORT COLLINS CO",Restaurants,-65.50,Posted
2022-07-18,"King Soopers","KING SOOP 1520 MAIN ST   WINDSOR      CO",Groceries,-59.77,Posted
2022-07-18,"Torchys Collins","044 TORCHYS FT COLLINS   FORT COLLINS CO",Restaurants,-50.92,Posted
2022-07-18,"Aqua Spas","AQUA SPAS  GREELEY       GREELEY      CO",Home,-30.71,Posted
2022-07-18,"Sonic","SONIC DRIVE IN #4921     WINDSOR      CO",Fast Food,-27.27,Posted
2022-07-18,"King Soopers","KING SOOP 2325 S. COLL   FORT COLLINS CO",Groceries,-26.23,Posted
2022-07-18,"Chick-fil-A","CHICK-FIL-A #03676       TIMNATH      CO",Fast Food,-21.12,Posted
2022-07-18,"Starbucks","STARBUCKS STORE 48830    WINDSOR      CO",Coffee Shops,-11.75,Posted
2022-07-18,"Freddy's Frozen Custard & Steakburgers","FREDDY'S 16-0008         WINDSOR      CO",Fast Food,-11.74,Posted
2022-07-18,"Shebrews Coffee","SQ *SHEBREWS COFFEE & ICEWINDSOR      CO",Coffee Shops,-10.76,Posted
2022-07-18,"Starbucks","STARBUCKS STORE 48830    WINDSOR      CO",Coffee Shops,-8.60,Posted
2022-07-18,"Disney+","Disney Plus              BURBANK      CA",Television,-8.60,Posted
2022-07-18,"Starbucks","STARBUCKS STORE 26207    TINMATH      CO",Coffee Shops,-7.74,Posted
2022-07-18,"Wendy's","WENDY'S #11966           TIMNATH      CO",Fast Food,-5.75,Posted
2022-07-18,"Google Drive","GOOGLE *Google Storage   855-836-3987 CA",Electronics Software,-1.99,Posted
2022-07-15,"Interest Paid","INTEREST PAID",Interest Income,0.02,Posted
2022-07-15,"Apple","APPLE.COM/BILL           866-712-7753 CA",Entertainment,-15.99,Posted
2022-07-15,"Google Drive","GOOGLE *Google Storage   G.CO/HELPPAY#CA",Electronics Software,-9.99,Posted
2022-07-15,"ParkMobile","PARKMOBILE               770-818-9036 GA",Parking,-2.20,Posted
2022-07-15,"CSC Service Works","CSC SERVICEWORK          TIMNATH      CO",Laundry,-2.00,Posted
2022-07-14,"Synchrony Credit Card","SYNCHRONY BANK   PAYMENT    ***********5410",Credit Card Payment,-56.00,Posted
2022-07-14,"Walmart","Wal-Mart Super Center4599TIMNATH      CO",Shopping,-135.56,Posted
2022-07-14,"Pet Supplies Plus","Pet Supplies Plus 4063   FT. COLLINS  CO",Pet Food Supplies,-55.35,Posted
2022-07-14,"Adobe","PP*ADOBE INC             402-935-7733 CA",Electronics Software,-29.99,Posted
2022-07-14,"Panera Bread","PANERA BREAD #202433 K   FORT COLLINS CO",Fast Food,-18.15,Posted
2022-07-14,"ParkMobile","PARKMOBILE               770-818-9036 GA",Parking,-3.20,Posted
2022-07-14,"ParkMobile","PARKMOBILE               770-818-9036 GA",Parking,-1.20,Posted
2022-07-13,"Sally Beauty","SALLY BEAUTY #38 2842 COUFORT COLLINS CO",Personal Care,-49.36,Posted
2022-07-13,"USAA Transfer","USAA FUNDS TRANSFER DB",Transfer,-25.00,Posted
2022-07-13,"Starbucks","STARBUCKS STORE 26207    TINMATH      CO",Coffee Shops,-23.79,Posted
2022-07-13,"Shebrews Coffee","SQ *SHEBREWS COFFEE & ICEWINDSOR      CO",Coffee Shops,-14.82,Posted
2022-07-13,"Hackmd Io Httpshackmd Ide","HACKMD.IO                HTTPSHACKMD.IDE",Electronics Software,-4.00,Posted
2022-07-13,"ParkMobile","PARKMOBILE               770-818-9036 GA",Parking,-3.20,Posted
2022-07-13,"ParkMobile","PARKMOBILE               770-818-9036 GA",Parking,-3.20,Posted
2022-07-13,"ParkMobile","PARKMOBILE               770-818-9036 GA",Parking,-2.80,Posted
2022-07-13,"ParkMobile","PARKMOBILE               770-818-9036 GA",Parking,-2.20,Posted
2022-07-13,"Apple","APPLE.COM/BILL           800-275-2273 CA",Entertainment,-2.07,Posted
2022-07-13,"ParkMobile","PARKMOBILE               770-818-9036 GA",Parking,-1.00,Posted
2022-07-12,"Waste Management","WASTE MANAGEMENT INTERNET   ***********8148",Utilities,-219.41,Posted
2022-07-12,"Poudre Valley Ru Web","POUDRE VALLEY RU WEB PMTS   ***********L5YJ",Utilities,-200.00,Posted
2022-07-12,"Conoco","CONOCO - 74 XPRESS       SEVERANCE    CO",Gas,-70.04,Posted
2022-07-12,"Tokyo Joe's","TOKYO JOES FORT COLLIN   970-7973030  CO",Fast Food,-32.03,Posted
2022-07-12,"Whole Foods","WHOLEFDS FTC 101 2201 S CFORT COLLINS CO",Groceries,-25.31,Posted
2022-07-12,"ParkMobile","PARKMOBILE               770-818-9036 GA",Parking,-3.20,Posted
2022-07-12,"ParkMobile","PARKMOBILE               770-818-9036 GA",Parking,-3.20,Posted
2022-07-12,"ParkMobile","PARKMOBILE               770-818-9036 GA",Parking,-1.20,Posted
2022-07-11,"Lumen","LumenCenturyLink SPEEDPAY   ***********CHEY",Bills Utilities,-102.00,Posted
2022-07-11,"Walmart","Wal-Mart Super Center4599TIMNATH      CO",Shopping,-333.04,Posted
2022-07-11,"USAA Transfer","USAA FUNDS TRANSFER DB",Transfer,-200.00,Posted
2022-07-11,"The Mac Shack","SQ *THE MAC SHACK        FORT COLLINS CO",Electronics Software,-195.47,Posted
2022-07-11,"Computer Doctors","COMPUTER DOCTORS         970-2676528  CO",Electronics Software,-193.58,Posted
2022-07-11,"Town of Severance","TOWN OF SEVERANCE        970-686-1218 CO",Utilities,-100.34,Posted
2022-07-11,"Domino's","DOMINO'S 6339            970-669-8512 CO",Fast Food,-51.30,Posted
2022-07-11,"Amazon","AMZN Mktp US*0E8V431Y3   AMZN.COM/BILLWA",Shopping,-42.35,Posted
2022-07-11,"Amazon","AMZN Mktp US*1Y2SQ7ZW3   AMZN.COM/BILLWA",Shopping,-25.40,Posted
2022-07-11,"Starbucks","STARBUCKS STORE 26207    TINMATH      CO",Coffee Shops,-25.13,Posted
2022-07-11,"Gibs Bagels Winds","TST* GIbs Bagels - Winds WINDSOR      CO",Restaurants,-25.08,Posted
2022-07-11,"Chick-fil-A","CHICK-FIL-A #03676       TIMNATH      CO",Fast Food,-24.82,Posted
2022-07-11,"Amazon","AMZN Mktp US*CK30R7AA3   AMZN.COM/BILLWA",Shopping,-22.02,Posted
2022-07-11,"Scotch Pine Liquor Inc","SCOTCH PINE LIQUOR, INC. SEVERANCE    CO",Alcohol Bars,-21.17,Posted
2022-07-11,"Chick-fil-A","CHICK-FIL-A #03676       TIMNATH      CO",Fast Food,-16.62,Posted
2022-07-11,"Amazon","AMZN Mktp US*I11N571X3   AMZN.COM/BILLWA",Shopping,-16.36,Posted
2022-07-11,"Amazon","AMZN Mktp US*D15H03UR3   AMZN.COM/BILLWA",Shopping,-14.66,Posted
2022-07-11,"Subway","Subway 39181             TIMNATH      CO",Fast Food,-11.38,Posted
2022-07-11,"Dollar General","DOLLAR GENERAL #DG 204489SEVERANCE    CO",Shopping,-10.55,Posted
2022-07-11,"Smoothie King","SMOOTHIE KING - 1886     FORT COLLINS CO",Fast Food,-10.54,Posted
2022-07-11,"Murphy USA","MURPHY7494ATWAL          TIMNATH      CO",Gas,-9.58,Posted
2022-07-11,"Apple","APPLE.COM/BILL           800-275-2273 CA",Entertainment,-4.14,Posted
2022-07-11,"ParkMobile","PARKMOBILE               770-818-9036 GA",Parking,-3.20,Posted
2022-07-11,"ParkMobile","PARKMOBILE               770-818-9036 GA",Parking,-3.20,Posted
2022-07-08,"USAA Credit Card","USAA CREDIT CARD PAYMENT",Credit Card Payment,-256.00,Posted
2022-07-08,"USAA Insurance Payment","USAA INSURANCE PAYMENT",Financial,-242.29,Posted
2022-07-08,"USAA Loan Payment","USAA LOAN PAYMENT",Transfer,-234.72,Posted
2022-07-08,"Murphy USA","MURPHY7494ATWAL          TIMNATH      CO",Gas,-42.99,Posted
2022-07-08,"Starbucks","STARBUCKS STORE 26207    TINMATH      CO",Coffee Shops,-26.14,Posted
2022-07-08,"Chick-fil-A","CHICK-FIL-A #03676       TIMNATH      CO",Fast Food,-24.81,Posted
2022-07-08,"Bank W 4th","TBK BANK SSB399 W 4TH AVESEVERANCE    CO",Cash,-23.00,Posted
2022-07-08,"Smoothie King","SMOOTHIE KING - 1886     FORT COLLINS CO",Fast Food,-11.94,Posted
2022-07-08,"Murphy USA","MURPHY7494ATWAL          TIMNATH      CO",Gas,-8.22,Posted
2022-07-08,"Dollar General","DOLLAR GENERAL #DG 204489SEVERANCE    CO",Shopping,-7.73,Posted
2022-07-08,"Apple","APPLE.COM/BILL           866-712-7753 CA",Entertainment,-7.39,Posted
2022-07-08,"ParkMobile","PARKMOBILE               770-818-9036 GA",Parking,-3.20,Posted
2022-07-08,"CSC Service Works","CSC SERVICEWORK          TIMNATH      CO",Laundry,-2.00,Posted
2022-07-08,"ATM Fee Rebate","ATM REBATE",Atm Fee,3.00,Posted
2022-07-08,"Redbock Direct Deposit","REDBOCK          DIRECT DEP ***********7Q8J",Paycheck,3433.03,Posted
2022-07-08,"USAA Transfer","USAA FUNDS TRANSFER CR",Transfer,62.49,Posted
2022-07-07,"Ent Credit Unio","ENT CREDIT UNIO4521 WEITZTIMNATH      CO",Cash,-503.00,Posted
2022-07-07,"Target","TARGET T- 2936 Council   FORT COLLINS CO",Shopping,-154.11,Posted
2022-07-07,"Amazon","AMZN Mktp US*VX9LB4DI3   AMZN.COM/BILLWA",Shopping,-37.25,Posted
2022-07-07,"Union","UNION                    FORT COLLINS CO",Restaurants,-33.43,Posted
2022-07-07,"BJ's Restaurant","BJ'S RESTAURANTS 539     FORT COLLINS CO",Restaurants,-22.96,Posted
2022-07-07,"Dollar General","DOLLAR GENERAL #DG 204489SEVERANCE    CO",Shopping,-12.85,Posted
2022-07-07,"Dollar General","DOLLAR GENERAL #DG 204489SEVERANCE    CO",Shopping,-6.19,Posted
2022-07-07,"Freddy's Frozen Custard & Steakburgers","FREDDY'S 16-0008         WINDSOR      CO",Fast Food,-5.55,Posted
2022-07-07,"Starbucks","STARBUCKS STORE 26207    TINMATH      CO",Coffee Shops,-4.32,Posted
2022-07-07,"ATM Fee Rebate","ATM REBATE",Atm Fee,3.00,Posted
2022-07-06,"Mr. Cooper","Nationstar dba   Mr Cooper  ***********8302",Mortgage Payment,-1879.35,Posted
2022-07-06,"PayPal Purchase","PAYPAL           INST XFER  ***********3280",Uncategorized,-166.00,Posted
2022-07-06,"Ent Credit Unio","ENT CREDIT UNIO4521 WEITZTIMNATH      CO",Cash,-503.00,Posted
2022-07-06,"La Quinta Inn & Suites","LA QUINTA INN FT COLLI   FORT COLLINS CO",Hotel,-85.78,Posted
2022-07-06,"DoorDash","DD DOORDASH BANNTHAIR    855-973-1040 CA",Food Dining,-69.26,Posted
2022-07-06,"Walmart","Wal-Mart Super Center4599TIMNATH      CO",Shopping,-54.27,Posted
2022-07-06,"Lush Cosmetics","PAYPAL *LUSH ONLINE      4029357733   BC",Personal Care,-50.80,Posted
2022-07-06,"Walmart","WM SUPERC Wal-Mart Sup   TIMNATH      CO",Shopping,-48.42,Posted
2022-07-06,"Mulberry Max","MULBERRY MAX             FORT COLLINS CO",Alcohol Bars,-30.08,Posted
2022-07-06,"Jimmy John's","JIMMY JOHNS - 1129       FORT COLLINS CO",Fast Food,-12.26,Posted
2022-07-06,"Love Your","SQ *LOVE YOUR LIFE!      FORT COLLINS CO",Shopping,-10.00,Posted
2022-07-06,"Chill Bar","CHILL BAR                FORT COLLINS CO",Restaurants,-8.22,Posted
2022-07-06,"Starbucks","STARBUCKS STORE 61117    FT. COLLINS  CO",Coffee Shops,-7.10,Posted
2022-07-06,"ATM Fee Rebate","ATM REBATE",Atm Fee,3.00,Posted
2022-07-06,"Colorado State U Payroll","COLORADO STATE U Payroll    ***********41-5",Paycheck,1504.70,Posted
2022-07-05,"Walmart","Wal-Mart Super Center4599TIMNATH      CO",Shopping,-357.23,Posted
2022-07-05,"Xpress W 4th Ave","74 XPRESS325 W 4TH AVE   SEVERANCE    CO",Gas,-70.27,Posted
2022-07-05,"ATM Withdrawal","PAI ISO4402 SORREL CT.   JOHNSTOWN    CO",Cash,-62.25,Posted
2022-07-05,"USAA Transfer","USAA FUNDS TRANSFER DB",Transfer,-60.00,Posted
2022-07-05,"Amazon Web Services","Amazon web services      AWS.AMAZON.COWA",Hosting,-55.28,Posted
2022-07-05,"Ace Hardware","WINDSOR ACE HDWE         WINDSOR      CO",Home Improvement,-52.31,Posted
2022-07-05,"Larimer County Landfil","LARIMER COUNTY LANDFIL   FORT COLLINS CO",Utilities,-43.82,Posted
2022-07-05,"Subway","Subway 39181             TIMNATH      CO",Fast Food,-41.05,Posted
2022-07-05,"Target","TARGET ST 460 South Co   FORT COLLINS CO",Shopping,-36.57,Posted
2022-07-05,"SiriusXM","SXM*SIRIUSXM.COM/ACCT    888-635-5144 NY",Music,-30.04,Posted
2022-07-05,"Dollar General","DOLLAR GENERAL #DG 204489SEVERANCE    CO",Shopping,-24.09,Posted
2022-07-05,"Starbucks","STARBUCKS STORE 26207    TINMATH      CO",Coffee Shops,-20.01,Posted
2022-07-05,"Shebrews Coffee","SQ *SHEBREWS COFFEE & ICESEVERANCE    CO",Coffee Shops,-19.40,Posted
